model,dataset,strategy,task_type,response_length,num_reasoning_steps,has_hedging,y0_correct,label,confidence
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,96,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,56,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,105,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,74,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,1
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,5
llama,strategyqa,s4,commonsense,1,0,False,True,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,2
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,-1,2
llama,strategyqa,s4,commonsense,1,0,False,True,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,12,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,57,6,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,12,0,False,False,0,5
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,90,1,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,86,2,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,1
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,22,0,False,False,0,1
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,9,0,False,False,0,5
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,6
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,6
llama,strategyqa,s4,commonsense,74,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,83,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,12,0,False,False,0,2
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,-1,2
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,1
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,-1,1
llama,strategyqa,s4,commonsense,188,6,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,9
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,6
llama,strategyqa,s4,commonsense,1,0,False,True,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
llama,strategyqa,s4,commonsense,1,0,False,True,0,9
llama,strategyqa,s4,commonsense,1,0,False,True,0,10
llama,strategyqa,s4,commonsense,1,0,False,False,0,8
